"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Dec 16 18:27:35 CST 2020","Wed Dec 16 18:27:49 CST 2020","14131","TestCase","test_01_test_camera","Testcamera","","","美颜",""
"passed","Wed Dec 16 18:27:06 CST 2020","Wed Dec 16 18:27:06 CST 2020","0","","my_test","","","","test_1[1-2]",""
"passed","Wed Dec 16 18:36:28 CST 2020","Wed Dec 16 18:36:32 CST 2020","3354","TestCase","test_01_test_camera","Testcamera","","","设备连接、断开设备",""
"passed","Wed Dec 16 18:32:42 CST 2020","Wed Dec 16 18:32:46 CST 2020","3976","TestCase","test_01_test_camera","Testcamera","","","跟随、拍摄",""
"passed","Wed Dec 16 18:33:02 CST 2020","Wed Dec 16 18:33:06 CST 2020","4206","TestCase","test_01_test_camera","Testcamera","","","跟随、拍摄",""
"passed","Wed Dec 16 18:31:23 CST 2020","Wed Dec 16 18:31:37 CST 2020","14059","TestCase","test_01_test_camera","Testcamera","","","3、5、7、off",""
"passed","Wed Dec 16 18:34:52 CST 2020","Wed Dec 16 18:34:56 CST 2020","3426","TestCase","test_01_test_camera","Testcamera","","","各种模式",""
"passed","Wed Dec 16 18:27:49 CST 2020","Wed Dec 16 18:28:17 CST 2020","28394","TestCase","test_01_test_camera","Testcamera","","","美颜",""
"passed","Wed Dec 16 18:28:17 CST 2020","Wed Dec 16 18:28:46 CST 2020","28460","TestCase","test_01_test_camera","Testcamera","","","美颜",""
"passed","Wed Dec 16 18:36:32 CST 2020","Wed Dec 16 18:36:36 CST 2020","4712","TestCase","test_01_test_camera","Testcamera","","","设备连接、断开设备",""
"passed","Wed Dec 16 18:33:58 CST 2020","Wed Dec 16 18:34:02 CST 2020","3899","TestCase","test_01_test_camera","Testcamera","","","各种模式",""
"passed","Wed Dec 16 18:27:06 CST 2020","Wed Dec 16 18:27:06 CST 2020","1","","my_test","","","","test_1[3-6]",""
"passed","Wed Dec 16 18:34:22 CST 2020","Wed Dec 16 18:34:26 CST 2020","4207","TestCase","test_01_test_camera","Testcamera","","","各种模式",""
"passed","Wed Dec 16 18:27:06 CST 2020","Wed Dec 16 18:27:06 CST 2020","0","","my_test","","","","test_1[5-6]",""
"passed","Wed Dec 16 18:34:37 CST 2020","Wed Dec 16 18:34:41 CST 2020","4358","TestCase","test_01_test_camera","Testcamera","","","各种模式",""
"passed","Wed Dec 16 18:33:24 CST 2020","Wed Dec 16 18:33:27 CST 2020","3391","TestCase","test_01_test_camera","Testcamera","","","各种模式",""
"passed","Wed Dec 16 18:32:58 CST 2020","Wed Dec 16 18:33:02 CST 2020","4265","TestCase","test_01_test_camera","Testcamera","","","跟随、拍摄",""
"passed","Wed Dec 16 18:32:11 CST 2020","Wed Dec 16 18:32:14 CST 2020","2918","TestCase","test_01_test_camera","Testcamera","","","关闭、方格、对角+方格",""
"passed","Wed Dec 16 18:36:40 CST 2020","Wed Dec 16 18:36:54 CST 2020","14030","TestCase","test_01_test_camera","Testcamera","","","设备连接、断开设备",""
"passed","Wed Dec 16 18:31:59 CST 2020","Wed Dec 16 18:32:02 CST 2020","2909","TestCase","test_01_test_camera","Testcamera","","","关闭、常亮",""
"passed","Wed Dec 16 18:31:37 CST 2020","Wed Dec 16 18:31:51 CST 2020","14068","TestCase","test_01_test_camera","Testcamera","","","3、5、7、off",""
"skipped","Wed Dec 16 18:36:54 CST 2020","Wed Dec 16 18:36:54 CST 2020","0","TestCase","test_02_test_login","TestLogin","","","进入登录页",""
"passed","Wed Dec 16 18:33:50 CST 2020","Wed Dec 16 18:33:54 CST 2020","4028","TestCase","test_01_test_camera","Testcamera","","","各种模式",""
"passed","Wed Dec 16 18:33:35 CST 2020","Wed Dec 16 18:33:39 CST 2020","3994","TestCase","test_01_test_camera","Testcamera","","","各种模式",""
"broken","Wed Dec 16 18:36:03 CST 2020","Wed Dec 16 18:36:25 CST 2020","21607","TestCase","test_01_test_camera","Testcamera","","","设备连接、断开设备",""
"passed","Wed Dec 16 18:36:25 CST 2020","Wed Dec 16 18:36:28 CST 2020","3338","TestCase","test_01_test_camera","Testcamera","","","设备连接、断开设备",""
"passed","Wed Dec 16 18:27:06 CST 2020","Wed Dec 16 18:27:20 CST 2020","14584","TestCase","test_01_test_camera","Testcamera","","","test_front","前置条件"
"passed","Wed Dec 16 18:27:20 CST 2020","Wed Dec 16 18:27:35 CST 2020","14706","TestCase","test_01_test_camera","Testcamera","","","美颜",""
"passed","Wed Dec 16 18:32:05 CST 2020","Wed Dec 16 18:32:08 CST 2020","2996","TestCase","test_01_test_camera","Testcamera","","","关闭、常亮",""
"broken","Wed Dec 16 18:34:59 CST 2020","Wed Dec 16 18:35:20 CST 2020","21387","TestCase","test_01_test_camera","Testcamera","","","设备连接、断开设备",""
"passed","Wed Dec 16 18:29:19 CST 2020","Wed Dec 16 18:29:47 CST 2020","28757","TestCase","test_01_test_camera","Testcamera","","","美颜",""
"passed","Wed Dec 16 18:32:19 CST 2020","Wed Dec 16 18:32:22 CST 2020","2939","TestCase","test_01_test_camera","Testcamera","","","关闭、方格、对角+方格",""
"passed","Wed Dec 16 18:32:34 CST 2020","Wed Dec 16 18:32:36 CST 2020","2813","TestCase","test_01_test_camera","Testcamera","","","自动、晴天、阴天、白炽灯、荧光灯",""
"passed","Wed Dec 16 18:33:06 CST 2020","Wed Dec 16 18:33:20 CST 2020","14006","TestCase","test_01_test_camera","Testcamera","","","跟随、拍摄",""
"passed","Wed Dec 16 18:31:51 CST 2020","Wed Dec 16 18:31:54 CST 2020","2325","TestCase","test_01_test_camera","Testcamera","","","关闭、常亮",""
"passed","Wed Dec 16 18:33:20 CST 2020","Wed Dec 16 18:33:24 CST 2020","3360","TestCase","test_01_test_camera","Testcamera","","","各种模式",""
"passed","Wed Dec 16 18:32:36 CST 2020","Wed Dec 16 18:32:39 CST 2020","2817","TestCase","test_01_test_camera","Testcamera","","","自动、晴天、阴天、白炽灯、荧光灯",""
"passed","Wed Dec 16 18:34:17 CST 2020","Wed Dec 16 18:34:22 CST 2020","4256","TestCase","test_01_test_camera","Testcamera","","","各种模式",""
"passed","Wed Dec 16 18:32:16 CST 2020","Wed Dec 16 18:32:19 CST 2020","2872","TestCase","test_01_test_camera","Testcamera","","","关闭、方格、对角+方格",""
"passed","Wed Dec 16 18:33:31 CST 2020","Wed Dec 16 18:33:35 CST 2020","3850","TestCase","test_01_test_camera","Testcamera","","","各种模式",""
"passed","Wed Dec 16 18:34:06 CST 2020","Wed Dec 16 18:34:17 CST 2020","11233","TestCase","test_01_test_camera","Testcamera","","","各种模式",""
"passed","Wed Dec 16 18:27:06 CST 2020","Wed Dec 16 18:27:06 CST 2020","1","","my_test","","","","test_1[1-6]",""
"passed","Wed Dec 16 18:32:31 CST 2020","Wed Dec 16 18:32:34 CST 2020","2776","TestCase","test_01_test_camera","Testcamera","","","自动、晴天、阴天、白炽灯、荧光灯",""
"passed","Wed Dec 16 18:32:14 CST 2020","Wed Dec 16 18:32:16 CST 2020","2898","TestCase","test_01_test_camera","Testcamera","","","关闭、方格、对角+方格",""
"passed","Wed Dec 16 18:34:02 CST 2020","Wed Dec 16 18:34:06 CST 2020","3910","TestCase","test_01_test_camera","Testcamera","","","各种模式",""
"passed","Wed Dec 16 18:34:48 CST 2020","Wed Dec 16 18:34:52 CST 2020","3994","TestCase","test_01_test_camera","Testcamera","","","各种模式",""
"passed","Wed Dec 16 18:32:25 CST 2020","Wed Dec 16 18:32:28 CST 2020","2844","TestCase","test_01_test_camera","Testcamera","","","自动、晴天、阴天、白炽灯、荧光灯",""
"passed","Wed Dec 16 18:27:06 CST 2020","Wed Dec 16 18:27:06 CST 2020","0","","my_test","","","","test_1[5-2]",""
"passed","Wed Dec 16 18:27:06 CST 2020","Wed Dec 16 18:27:06 CST 2020","0","","my_test","","","","test_1[1-4]",""
"passed","Wed Dec 16 18:36:36 CST 2020","Wed Dec 16 18:36:40 CST 2020","3382","TestCase","test_01_test_camera","Testcamera","","","设备连接、断开设备",""
"passed","Wed Dec 16 18:33:54 CST 2020","Wed Dec 16 18:33:58 CST 2020","3879","TestCase","test_01_test_camera","Testcamera","","","各种模式",""
"passed","Wed Dec 16 18:28:46 CST 2020","Wed Dec 16 18:29:19 CST 2020","32735","TestCase","test_01_test_camera","Testcamera","","","美颜",""
"passed","Wed Dec 16 18:31:54 CST 2020","Wed Dec 16 18:31:56 CST 2020","2853","TestCase","test_01_test_camera","Testcamera","","","关闭、常亮",""
"passed","Wed Dec 16 18:32:08 CST 2020","Wed Dec 16 18:32:11 CST 2020","2408","TestCase","test_01_test_camera","Testcamera","","","关闭、方格、对角+方格",""
"passed","Wed Dec 16 18:34:32 CST 2020","Wed Dec 16 18:34:37 CST 2020","4053","TestCase","test_01_test_camera","Testcamera","","","各种模式",""
"passed","Wed Dec 16 18:27:06 CST 2020","Wed Dec 16 18:27:06 CST 2020","0","","my_test","","","","test_1[3-4]",""
"passed","Wed Dec 16 18:31:09 CST 2020","Wed Dec 16 18:31:23 CST 2020","14064","TestCase","test_01_test_camera","Testcamera","","","3、5、7、off",""
"passed","Wed Dec 16 18:30:55 CST 2020","Wed Dec 16 18:31:09 CST 2020","14178","TestCase","test_01_test_camera","Testcamera","","","3、5、7、off",""
"passed","Wed Dec 16 18:32:22 CST 2020","Wed Dec 16 18:32:25 CST 2020","2947","TestCase","test_01_test_camera","Testcamera","","","自动、晴天、阴天、白炽灯、荧光灯",""
"passed","Wed Dec 16 18:33:27 CST 2020","Wed Dec 16 18:33:31 CST 2020","3863","TestCase","test_01_test_camera","Testcamera","","","各种模式",""
"passed","Wed Dec 16 18:33:43 CST 2020","Wed Dec 16 18:33:47 CST 2020","3787","TestCase","test_01_test_camera","Testcamera","","","各种模式",""
"passed","Wed Dec 16 18:34:26 CST 2020","Wed Dec 16 18:34:29 CST 2020","3302","TestCase","test_01_test_camera","Testcamera","","","各种模式",""
"passed","Wed Dec 16 18:32:54 CST 2020","Wed Dec 16 18:32:58 CST 2020","3919","TestCase","test_01_test_camera","Testcamera","","","跟随、拍摄",""
"passed","Wed Dec 16 18:32:28 CST 2020","Wed Dec 16 18:32:31 CST 2020","2816","TestCase","test_01_test_camera","Testcamera","","","自动、晴天、阴天、白炽灯、荧光灯",""
"passed","Wed Dec 16 18:32:46 CST 2020","Wed Dec 16 18:32:50 CST 2020","3904","TestCase","test_01_test_camera","Testcamera","","","跟随、拍摄",""
"passed","Wed Dec 16 18:27:06 CST 2020","Wed Dec 16 18:27:06 CST 2020","1","","my_test","","","","test_1[3-2]",""
"passed","Wed Dec 16 18:29:47 CST 2020","Wed Dec 16 18:30:23 CST 2020","35851","TestCase","test_01_test_camera","Testcamera","","","美颜",""
"passed","Wed Dec 16 18:34:41 CST 2020","Wed Dec 16 18:34:44 CST 2020","3350","TestCase","test_01_test_camera","Testcamera","","","各种模式",""
"passed","Wed Dec 16 18:33:39 CST 2020","Wed Dec 16 18:33:43 CST 2020","3828","TestCase","test_01_test_camera","Testcamera","","","各种模式",""
"passed","Wed Dec 16 18:32:02 CST 2020","Wed Dec 16 18:32:05 CST 2020","2875","TestCase","test_01_test_camera","Testcamera","","","关闭、常亮",""
"passed","Wed Dec 16 18:34:29 CST 2020","Wed Dec 16 18:34:32 CST 2020","3394","TestCase","test_01_test_camera","Testcamera","","","各种模式",""
"passed","Wed Dec 16 18:31:56 CST 2020","Wed Dec 16 18:31:59 CST 2020","2957","TestCase","test_01_test_camera","Testcamera","","","关闭、常亮",""
"passed","Wed Dec 16 18:32:39 CST 2020","Wed Dec 16 18:32:42 CST 2020","2918","TestCase","test_01_test_camera","Testcamera","","","自动、晴天、阴天、白炽灯、荧光灯",""
"passed","Wed Dec 16 18:34:56 CST 2020","Wed Dec 16 18:34:59 CST 2020","3370","TestCase","test_01_test_camera","Testcamera","","","各种模式",""
"passed","Wed Dec 16 18:34:44 CST 2020","Wed Dec 16 18:34:48 CST 2020","3946","TestCase","test_01_test_camera","Testcamera","","","各种模式",""
"broken","Wed Dec 16 18:35:42 CST 2020","Wed Dec 16 18:36:03 CST 2020","21480","TestCase","test_01_test_camera","Testcamera","","","设备连接、断开设备",""
"broken","Wed Dec 16 18:35:20 CST 2020","Wed Dec 16 18:35:42 CST 2020","21425","TestCase","test_01_test_camera","Testcamera","","","设备连接、断开设备",""
"passed","Wed Dec 16 18:32:50 CST 2020","Wed Dec 16 18:32:54 CST 2020","3915","TestCase","test_01_test_camera","Testcamera","","","跟随、拍摄",""
"passed","Wed Dec 16 18:30:23 CST 2020","Wed Dec 16 18:30:55 CST 2020","31682","TestCase","test_01_test_camera","Testcamera","","","美颜",""
"passed","Wed Dec 16 18:27:06 CST 2020","Wed Dec 16 18:27:06 CST 2020","0","","my_test","","","","test_1[5-4]",""
"passed","Wed Dec 16 18:33:47 CST 2020","Wed Dec 16 18:33:50 CST 2020","3825","TestCase","test_01_test_camera","Testcamera","","","各种模式",""
